Observations1,Observations2,Observations3,Observations4,Observations5,Observations6,Observations7
928,38,7,1,142,54,16.5
929,38,9,1,67,60,23.6
930,38,16,1,46,14,13.3
931,38,30,1,177,30,19.2
932,38,23,1,68,24,0
933,38,26,1,19,6,0
934,38,29,1,327,9,0
935,38,2,3,91,24,14.1
936,38,18,3,226,11,14.1
937,38,13,3,127,44,17
938,38,19,3,278,33,19.8
939,38,3,3,36,71,21.2
940,38,4,3,295,36,12.2
941,38,14,3,170,4,0
942,38,12,3,52,41,0
943,38,11,3,0,0,0
944,38,20,3,337,18,0
945,38,5,5,115,8,0
946,38,7,5,35,17,0
947,38,10,5,54,33,0
948,38,11,5,351,2,0
949,38,12,5,300,18,0
950,38,12,5,323,16,0
951,39,5,1,295,28,22.7
952,39,6,1,206,42,26.3
953,39,7,1,142,54,16.5
954,39,9,1,67,60,23.8
955,39,16,1,46,14,13.3
956,39,30,1,177,30,19.2
957,39,23,1,68,24,0
958,39,26,1,19,6,0
959,39,29,1,327,9,0
960,39,2,3,91,24,14.1
961,39,18,3,226,11,14.1
962,39,13,3,127,44,18.9
963,39,19,3,278,33,18.9
964,39,3,3,36,71,19
965,39,4,3,295,36,12.2
966,39,14,3,170,4,0
967,39,12,3,52,41,0
968,39,11,3,0,0,0
969,39,20,3,337,18,0
970,39,5,5,115,8,0
971,39,7,5,35,17,0
972,39,10,5,54,33,0
973,39,11,5,351,2,0
974,39,12,5,300,18,0
975,39,12,5,323,16,0
976,40,5,1,295,28,21.6
977,40,6,1,206,42,26.6
978,40,7,1,142,54,16.9
979,40,9,1,67,60,24.1
980,40,16,1,46,14,13.3
981,40,30,1,177,30,17.3
982,40,23,1,68,24,0
983,40,26,1,19,6,0
984,40,29,1,327,9,0
985,40,2,3,91,24,14.1
986,40,18,3,226,11,14.1
987,40,13,3,127,44,18.9
988,40,19,3,278,33,18.7
989,40,3,3,36,71,20.9
990,40,4,3,295,36,13.1
991,40,14,3,170,4,0
992,40,12,3,52,41,0
993,40,11,3,0,0,0
994,40,20,3,337,18,0
995,40,5,5,115,8,0
996,40,7,5,35,17,0
997,40,10,5,54,33,0
998,40,11,5,351,2,0
999,40,12,5,300,18,0
1000,40,12,5,323,16,0
1001,41,5,1,295,28,22.3
1002,41,6,1,206,42,26.8
1003,41,7,1,142,54,16.9
1004,41,9,1,67,60,24.4
1005,41,16,1,46,14,13.3
1006,41,30,1,177,30,17.3
1007,41,23,1,68,24,0
1008,41,26,1,19,6,0
1009,41,29,1,327,9,0
1010,41,2,3,91,24,14.7
1011,41,18,3,226,11,14.1
1012,41,13,3,127,44,16.8
1013,41,19,3,278,33,19.7
1014,41,3,3,36,71,20.5
1015,41,4,3,295,36,13.1
1016,41,14,3,170,4,0
1017,41,12,3,52,41,0
1018,41,11,3,0,0,0
1019,41,20,3,337,18,0
1020,41,5,5,115,8,0
1021,41,7,5,35,17,0
1022,41,10,5,54,33,0
1023,41,11,5,351,2,0
1024,41,12,5,300,18,0
1025,41,12,5,323,16,0
1026,42,5,1,295,28,22.3
1027,42,6,1,206,42,26.6
1028,42,7,1,142,54,16
1029,42,9,1,67,60,24.1
1030,42,16,1,46,14,13.3
1031,42,30,1,177,30,17.9
1032,42,23,1,68,24,0
1033,42,26,1,19,6,0
1034,42,29,1,327,9,0
1035,42,2,3,91,24,14.7
1036,42,18,3,226,11,15
1037,42,13,3,127,44,18.2
1038,42,19,3,278,33,19
1039,42,3,3,36,71,21.5
1040,42,4,3,295,36,13.1
1041,42,14,3,170,4,0
1042,42,12,3,52,41,0
1043,42,11,3,0,0,0
1044,42,20,3,337,18,0
1045,42,5,5,115,8,0
1046,42,7,5,35,17,0
1047,42,10,5,54,33,0
1048,42,11,5,351,2,0
1049,42,12,5,300,18,0
1050,42,12,5,323,16,0
1051,43,6,1,206,42,27.4
1052,43,7,1,142,54,16
1053,43,9,1,67,60,24.6
1054,43,16,1,46,14,13.3
1055,43,30,1,177,30,20.4
1056,43,2,1,264,47,0
1057,43,23,1,68,24,0
1058,43,26,1,19,6,0
1059,43,29,1,327,9,0
1060,43,2,3,91,24,14.7
1061,43,18,3,226,11,15
1062,43,13,3,127,44,18.8
1063,43,19,3,278,33,19.5
1064,43,3,3,36,71,21.5
1065,43,4,3,295,36,13.1
1066,43,14,3,170,4,0
1067,43,12,3,52,41,0
1068,43,11,3,0,0,0
1069,43,20,3,337,18,0
1070,43,5,5,115,8,0
1071,43,7,5,35,17,0
1072,43,10,5,54,33,0
1073,43,11,5,351,2,0
1074,43,12,5,300,18,0
1075,43,12,5,323,16,0
1076,44,6,1,206,42,27.1
1077,44,7,1,142,54,16
1078,44,9,1,67,60,24.6
1079,44,16,1,46,14,13.3
1080,44,30,1,177,30,18.4
1081,44,2,1,264,47,0
1082,44,23,1,68,24,0
1083,44,26,1,19,6,0
1084,44,29,1,327,9,0
1085,44,2,3,91,24,14.7
1086,44,18,3,226,11,15
1087,44,13,3,127,44,18.8
1088,44,19,3,278,33,18.7
1089,44,3,3,36,71,21.9
1090,44,4,3,295,36,13.1
1091,44,14,3,170,4,0
1092,44,12,3,52,41,0
1093,44,11,3,0,0,0
1094,44,20,3,337,18,0
1095,44,5,5,115,8,0
1096,44,7,5,35,17,0
1097,44,10,5,54,33,0
1098,44,11,5,351,2,0
1099,44,12,5,300,18,0
1100,44,12,5,323,16,0
1101,45,6,1,206,42,27.3
1102,45,7,1,142,54,14.1
1103,45,9,1,67,60,24.9
1104,45,16,1,46,14,13.3
1105,45,23,1,68,24,14.4
1106,45,30,1,177,30,18.7
1107,45,2,1,264,47,0
1108,45,26,1,19,6,0
1109,45,29,1,327,9,0
1110,45,2,3,91,24,14.6
1111,45,18,3,226,11,15
1112,45,13,3,127,44,17.7
1113,45,19,3,278,33,18.7
1114,45,3,3,36,71,20.5
1115,45,4,3,295,36,13.1
1116,45,14,3,170,4,0
1117,45,12,3,52,41,0
1118,45,11,3,0,0,0
1119,45,20,3,337,18,0
1120,45,5,5,115,8,0
1121,45,7,5,35,17,0
1122,45,10,5,54,33,0
1123,45,11,5,351,2,0
1124,45,12,5,300,18,0
1125,45,12,5,323,16,0
1126,46,6,1,206,42,27.4
1127,46,7,1,142,54,14.1
1128,46,9,1,67,60,25.5
1129,46,16,1,46,14,13.3
1130,46,23,1,68,24,14.6
1131,46,30,1,177,30,19.2
1132,46,2,1,264,47,0
1133,46,26,1,19,6,0
1134,46,29,1,327,9,0
1135,46,2,3,91,24,14.6
1136,46,18,3,226,11,15
1137,46,13,3,127,44,18.1
1138,46,19,3,278,33,17
1139,46,3,3,36,71,22.4
1140,46,4,3,295,36,13.1
1141,46,14,3,170,4,0
1142,46,12,3,52,41,0
1143,46,11,3,0,0,0
1144,46,20,3,337,18,0
1145,46,5,5,115,8,0
1146,46,7,5,35,17,0
1147,46,10,5,54,33,0
1148,46,11,5,351,2,0
1149,46,12,5,300,18,0
1150,46,12,5,323,16,0
1151,47,6,1,206,42,27.1
1152,47,7,1,142,54,14.1
1153,47,9,1,67,60,25.8
1154,47,16,1,46,14,13.3
1155,47,23,1,68,24,14.2
1156,47,30,1,177,30,20.2
1157,47,2,1,264,47,0
1158,47,26,1,19,6,0
1159,47,29,1,327,9,0
1160,47,2,3,91,24,14.6
1161,47,18,3,226,11,15
1162,47,13,3,127,44,18.4
1163,47,19,3,278,33,18.5
1164,47,3,3,36,71,21.3
1165,47,4,3,295,36,13.1
1166,47,14,3,170,4,0
1167,47,12,3,52,41,0
1168,47,11,3,0,0,0
1169,47,20,3,337,18,0
1170,47,5,5,115,8,0
1171,47,7,5,35,17,0
1172,47,10,5,54,33,0
1173,47,11,5,351,2,0
1174,47,12,5,300,18,0
1175,47,12,5,323,16,0
1176,48,6,1,206,42,27.8
1177,48,7,1,142,54,14.1
1178,48,9,1,67,60,25
1179,48,16,1,46,14,13.3
1180,48,23,1,68,24,14
1181,48,30,1,177,30,19.1
1182,48,2,1,264,47,0
1183,48,26,1,19,6,0
1184,48,29,1,327,9,0
1185,48,2,3,91,24,14.6
1186,48,18,3,226,11,15
1187,48,13,3,127,44,18.4
1188,48,19,3,278,33,18.5
1189,48,3,3,36,71,20.3
1190,48,4,3,295,36,13.1
1191,48,14,3,170,4,0
1192,48,12,3,52,41,0
1193,48,11,3,0,0,0
1194,48,20,3,337,18,0
1195,48,5,5,115,8,0
1196,48,7,5,35,17,0
1197,48,10,5,54,33,0
1198,48,11,5,351,2,0
1199,48,12,5,300,18,0
1200,48,12,5,323,16,0
1201,49,6,1,206,42,27.9
1202,49,7,1,142,54,14.1
1203,49,9,1,67,60,25.7
1204,49,16,1,46,14,13.3
1205,49,23,1,68,24,13.5
1206,49,30,1,177,30,19.7
1207,49,2,1,264,47,0
1208,49,26,1,19,6,0
1209,49,29,1,327,9,0
1210,49,2,3,91,24,14.6
1211,49,18,3,226,11,15
1212,49,13,3,127,44,17.5
1213,49,19,3,278,33,18.6
1214,49,3,3,36,71,21.3
1215,49,4,3,295,36,13.1
1216,49,14,3,170,4,0
1217,49,12,3,52,41,0
1218,49,11,3,0,0,0
1219,49,20,3,337,18,0
1220,49,5,5,115,8,0
1221,49,7,5,35,17,0
1222,49,10,5,54,33,0
1223,49,11,5,351,2,0
1224,49,12,5,300,18,0
1225,49,12,5,323,16,0
1226,50,6,1,206,42,27.8
1227,50,7,1,142,54,13.7
1228,50,9,1,67,60,25.9
1229,50,16,1,46,14,13.3
1230,50,23,1,68,24,13.4
1231,50,30,1,177,30,18.9
1232,50,2,1,264,47,0
1233,50,26,1,19,6,0
1234,50,29,1,327,9,0
1235,50,2,3,91,24,14.6
1236,50,18,3,226,11,15
1237,50,13,3,127,44,17.5
1238,50,19,3,278,33,18.9
1239,50,3,3,36,71,20.9
1240,50,4,3,295,36,13.1
1241,50,14,3,170,4,0
1242,50,12,3,52,41,0
1243,50,11,3,0,0,0
1244,50,20,3,337,18,0
1245,50,5,5,115,8,0
1246,50,7,5,35,17,0
1247,50,10,5,54,33,0
1248,50,11,5,351,2,0
1249,50,12,5,300,18,0
1250,50,12,5,323,16,0
1251,51,6,1,206,42,27.6
1252,51,7,1,142,54,13.7
1253,51,9,1,67,60,25.1
1254,51,16,1,46,14,13.3
1255,51,23,1,68,24,13.2
1256,51,30,1,177,30,19.5
1257,51,2,1,264,47,0
1258,51,26,1,19,6,0
1259,51,29,1,327,9,0
1260,51,2,3,91,24,14.6
1261,51,18,3,226,11,13.5
1262,51,13,3,127,44,17.5
1263,51,19,3,278,33,18.5
1264,51,3,3,36,71,19.4
1265,51,4,3,295,36,13.1
1266,51,14,3,170,4,0
1267,51,12,3,52,41,0
1268,51,11,3,0,0,0
1269,51,20,3,337,18,0
1270,51,5,5,115,8,0
1271,51,7,5,35,17,0
1272,51,10,5,54,33,0
1273,51,11,5,351,2,0
1274,51,12,5,300,18,0
1275,51,12,5,323,16,0
1276,52,6,1,206,42,27.8
1277,52,7,1,142,54,13.7
1278,52,9,1,67,60,25
1279,52,23,1,68,24,12.9
1280,52,30,1,177,30,20.1
1281,52,2,1,264,47,0
1282,52,16,1,46,14,0
1283,52,26,1,19,6,0
1284,52,29,1,327,9,0
1285,52,2,3,91,24,14.6
1286,52,18,3,226,11,13.5
1287,52,13,3,127,44,15.8
1288,52,19,3,278,33,18.5
1289,52,3,3,36,71,19.3
1290,52,4,3,295,36,9.8
1291,52,14,3,170,4,0
1292,52,12,3,52,41,0
1293,52,11,3,0,0,0
1294,52,20,3,337,18,0
1295,52,5,5,115,8,0
1296,52,7,5,35,17,0
1297,52,10,5,54,33,0
1298,52,11,5,351,2,0
1299,52,12,5,300,18,0
1300,52,12,5,323,16,0
1301,53,6,1,206,42,27.6
1302,53,7,1,142,54,13.7
1303,53,9,1,67,60,24.1
1304,53,23,1,68,24,12.9
1305,53,30,1,177,30,19.1
1306,53,2,1,264,47,0
1307,53,16,1,46,14,0
1308,53,26,1,19,6,0
1309,53,29,1,327,9,0
1310,53,2,3,91,24,14.6
1311,53,18,3,226,11,13.5
1312,53,13,3,127,44,15.8
1313,53,19,3,278,33,17
1314,53,3,3,36,71,20.1
1315,53,4,3,295,36,9.8
1316,53,14,3,170,4,0
1317,53,12,3,52,41,0
1318,53,11,3,0,0,0
1319,53,20,3,337,18,0
1320,53,5,5,115,8,0
1321,53,7,5,35,17,0
1322,53,10,5,54,33,0
1323,53,11,5,351,2,0
1324,53,12,5,300,18,0
1325,53,12,5,323,16,0
1326,54,6,1,206,42,27.5
1327,54,7,1,142,54,13.7
1328,54,9,1,67,60,23.7
1329,54,23,1,68,24,12.9
1330,54,30,1,177,30,19.5
1331,54,2,1,264,47,0
1332,54,16,1,46,14,0
1333,54,26,1,19,6,0
1334,54,29,1,327,9,0
1335,54,2,3,91,24,13.3
1336,54,18,3,226,11,13.5
1337,54,13,3,127,44,17.6
1338,54,19,3,278,33,17
1339,54,3,3,36,71,19.5
1340,54,4,3,295,36,9.8
1341,54,14,3,170,4,0
1342,54,12,3,52,41,0
1343,54,11,3,0,0,0
1344,54,20,3,337,18,0
1345,54,5,5,115,8,0
1346,54,7,5,35,17,0
1347,54,10,5,54,33,0
1348,54,11,5,351,2,0
1349,54,12,5,300,18,0
1350,54,12,5,323,16,0
1351,55,5,1,295,28,19.4
1352,55,6,1,206,42,27.6
1353,55,7,1,142,54,13.7
1354,55,9,1,67,60,23.6
1355,55,23,1,68,24,12.9
1356,55,30,1,177,30,19.9
1357,55,16,1,46,14,0
1358,55,26,1,19,6,0
1359,55,29,1,327,9,0
1360,55,2,3,91,24,13.3
1361,55,18,3,226,11,13.5
1362,55,13,3,127,44,17.6
1363,55,19,3,278,33,17
1364,55,3,3,36,71,18.4
1365,55,4,3,295,36,14.4
1366,55,14,3,170,4,0
1367,55,12,3,52,41,0
1368,55,11,3,0,0,0
1369,55,20,3,337,18,0
1370,55,5,5,115,8,0
1371,55,7,5,35,17,0
1372,55,10,5,54,33,0
1373,55,11,5,351,2,0
1374,55,12,5,300,18,0
1375,55,12,5,323,16,0
1376,56,5,1,295,28,19
1377,56,6,1,206,42,27.9
1378,56,7,1,142,54,13.7
1379,56,9,1,67,60,24.3
1380,56,23,1,68,24,12.9
1381,56,30,1,177,30,19.2
1382,56,16,1,46,14,0
1383,56,26,1,19,6,0
1384,56,29,1,327,9,0
1385,56,2,3,91,24,13.3
1386,56,18,3,226,11,13.5
1387,56,13,3,127,44,17.9
1388,56,19,3,278,33,15.6
1389,56,3,3,36,71,18
1390,56,4,3,295,36,14.4
1391,56,14,3,170,4,0
1392,56,12,3,52,41,0
1393,56,11,3,0,0,0
1394,56,20,3,337,18,0
1395,56,5,5,115,8,0
1396,56,7,5,35,17,0
1397,56,10,5,54,33,0
1398,56,11,5,351,2,0
1399,56,12,5,300,18,0
1400,56,12,5,323,16,0
1401,57,5,1,295,28,17.1
1402,57,6,1,206,42,28.1
1403,57,7,1,142,54,13.7
1404,57,9,1,67,60,23.8
1405,57,23,1,68,24,12.9
1406,57,30,1,177,30,20.1
1407,57,16,1,46,14,0
1408,57,26,1,19,6,0
1409,57,29,1,327,9,0
1410,57,2,3,91,24,13.3
1411,57,18,3,226,11,13.5
1412,57,13,3,127,44,18.4
1413,57,19,3,278,33,15.6
1414,57,3,3,36,71,17.6
1415,57,4,3,295,36,14.4
1416,57,14,3,170,4,0
1417,57,12,3,52,41,0
1418,57,11,3,0,0,0
1419,57,20,3,337,18,0
1420,57,5,5,115,8,0
1421,57,7,5,35,17,0
1422,57,10,5,54,33,0
1423,57,11,5,351,2,0
1424,57,12,5,300,18,0
1425,57,12,5,323,16,0
1426,58,5,1,295,28,17.1
1427,58,6,1,206,42,28.3
1428,58,7,1,142,54,13.7
1429,58,9,1,67,60,23.1
1430,58,23,1,68,24,12.9
1431,58,30,1,177,30,20.1
1432,58,16,1,46,14,0
1433,58,26,1,19,6,0
1434,58,29,1,327,9,0
1435,58,2,3,91,24,13.3
1436,58,18,3,226,11,13.5
1437,58,13,3,127,44,19.5
1438,58,19,3,278,33,15.6
1439,58,3,3,36,71,17.6
1440,58,4,3,295,36,14.8
1441,58,14,3,170,4,0
1442,58,12,3,52,41,0
1443,58,11,3,0,0,0
1444,58,20,3,337,18,0
1445,58,5,5,115,8,0
1446,58,7,5,35,17,0
1447,58,10,5,54,33,0
1448,58,11,5,351,2,0
1449,58,12,5,300,18,0
1450,58,12,5,323,16,0
1451,59,5,1,295,28,17
1452,59,6,1,206,42,27.7
1453,59,7,1,142,54,13.7
1454,59,9,1,67,60,24.6
1455,59,23,1,68,24,12.9
1456,59,30,1,177,30,20.5
1457,59,16,1,46,14,0
1458,59,26,1,19,6,0
1459,59,29,1,327,9,0
1460,59,2,3,91,24,13.3
1461,59,18,3,226,11,13.5
1462,59,13,3,127,44,19.2
1463,59,19,3,278,33,15.6
1464,59,3,3,36,71,16.5
1465,59,4,3,295,36,14.8
1466,59,14,3,170,4,0
1467,59,12,3,52,41,0
1468,59,11,3,0,0,0
1469,59,20,3,337,18,0
1470,59,5,5,115,8,0
1471,59,7,5,35,17,0
1472,59,10,5,54,33,0
1473,59,11,5,351,2,0
1474,59,12,5,300,18,0
1475,59,12,5,323,16,0
1476,60,5,1,295,28,17
1477,60,6,1,206,42,27.6
1478,60,7,1,142,54,13.7
1479,60,9,1,67,60,24
1480,60,23,1,68,24,12.9
1481,60,30,1,177,30,20.8
1482,60,16,1,46,14,0
1483,60,26,1,19,6,0
1484,60,29,1,327,9,0
1485,60,2,3,91,24,13.3
1486,60,18,3,226,11,13.5
1487,60,13,3,127,44,17.7
1488,60,19,3,278,33,14.8
1489,60,3,3,36,71,16.5
1490,60,4,3,295,36,14.8
1491,60,14,3,170,4,0
1492,60,12,3,52,41,0
1493,60,11,3,0,0,0
1494,60,20,3,337,18,0
1495,60,5,5,115,8,0
1496,60,7,5,35,17,0
1497,60,10,5,54,33,0
1498,60,11,5,351,2,0
1499,60,12,5,300,18,0
1500,60,12,5,323,16,0
1501,61,5,1,295,28,15.4
1502,61,6,1,206,42,27.1
1503,61,7,1,142,54,11.8
1504,61,9,1,67,60,24.4
1505,61,23,1,68,24,12.9
1506,61,30,1,177,30,18.1
1507,61,16,1,46,14,0
1508,61,26,1,19,6,0
1509,61,29,1,327,9,0
1510,61,2,3,91,24,13.3
1511,61,18,3,226,11,13.5
1512,61,13,3,127,44,17.7
1513,61,19,3,278,33,14.8
1514,61,3,3,36,71,16.2
1515,61,4,3,295,36,15.4
1516,61,14,3,170,4,0
1517,61,12,3,52,41,0
1518,61,11,3,0,0,0
1519,61,20,3,337,18,0
1520,61,5,5,115,8,0
1521,61,7,5,35,17,0
1522,61,10,5,54,33,0
1523,61,11,5,351,2,0
1524,61,12,5,300,18,0
1525,61,12,5,323,16,0
1526,62,5,1,295,28,17.5
1527,62,6,1,206,42,27.9
1528,62,7,1,142,54,11.8
1529,62,9,1,67,60,24.6
1530,62,23,1,68,24,12.9
1531,62,30,1,177,30,20.8
1532,62,16,1,46,14,0
1533,62,26,1,19,6,0
1534,62,29,1,327,9,0
1535,62,2,3,91,24,13.3
1536,62,18,3,226,11,13.5
1537,62,13,3,127,44,17.7
1538,62,19,3,278,33,14.8
1539,62,3,3,36,71,16.2
1540,62,4,3,295,36,15.4
1541,62,14,3,170,4,0
1542,62,12,3,52,41,0
1543,62,11,3,0,0,0
1544,62,20,3,337,18,0
1545,62,5,5,115,8,0
1546,62,7,5,35,17,0
1547,62,10,5,54,33,0
1548,62,11,5,351,2,0
1549,62,12,5,300,18,0
1550,62,12,5,323,16,0
1551,63,5,1,295,28,17.5
1552,63,6,1,206,42,28.1
1553,63,7,1,142,54,11.8
1554,63,9,1,67,60,24.4
1555,63,23,1,68,24,12.9
1556,63,30,1,177,30,18.1
1557,63,16,1,46,14,0
1558,63,26,1,19,6,0
1559,63,29,1,327,9,0
1560,63,2,3,91,24,13.3
1561,63,18,3,226,11,13.5
1562,63,13,3,127,44,17.7
1563,63,19,3,278,33,14.8
1564,63,3,3,36,71,16.2
1565,63,4,3,295,36,15.4
1566,63,14,3,170,4,0
1567,63,12,3,52,41,0
1568,63,11,3,0,0,0
1569,63,20,3,337,18,0
1570,63,5,5,115,8,0
1571,63,7,5,35,17,0
1572,63,10,5,54,33,0
1573,63,11,5,351,2,0
1574,63,12,5,300,18,0
1575,63,12,5,323,16,0
1576,64,5,1,295,28,17.5
1577,64,6,1,206,42,29
1578,64,7,1,142,54,11.8
1579,64,9,1,67,60,24.1
1580,64,23,1,68,24,12.9
1581,64,30,1,177,30,19.5
1582,64,16,1,46,14,0
1583,64,26,1,19,6,0
1584,64,29,1,327,9,0
1585,64,2,3,91,24,13.3
1586,64,18,3,226,11,13.5
1587,64,13,3,127,44,15.2
1588,64,19,3,278,33,14.8
1589,64,3,3,36,71,16.2
1590,64,4,3,295,36,15.4
1591,64,14,3,170,4,0
1592,64,12,3,52,41,0
1593,64,11,3,0,0,0
1594,64,20,3,337,18,0
1595,64,5,5,115,8,0
1596,64,7,5,35,17,0
1597,64,10,5,54,33,0
1598,64,11,5,351,2,0
1599,64,12,5,300,18,0
1600,64,12,5,323,16,0
1601,65,5,1,295,28,17.5
1602,65,6,1,206,42,27.8
1603,65,7,1,142,54,11.8
1604,65,9,1,67,60,23
1605,65,23,1,68,24,12.9
1606,65,30,1,177,30,18.2
1607,65,16,1,46,14,0
1608,65,26,1,19,6,0
1609,65,29,1,327,9,0
1610,65,2,3,91,24,13.3
1611,65,18,3,226,11,13.5
1612,65,13,3,127,44,15.2
1613,65,19,3,278,33,14.8
1614,65,3,3,36,71,16.2
1615,65,4,3,295,36,15.4
1616,65,14,3,170,4,0
1617,65,12,3,52,41,0
1618,65,11,3,0,0,0
1619,65,20,3,337,18,0
1620,65,5,5,115,8,0
1621,65,7,5,35,17,0
1622,65,10,5,54,33,0
1623,65,11,5,351,2,0
1624,65,12,5,300,18,0
1625,65,12,5,323,16,0
1626,66,5,1,295,28,17.5
1627,66,6,1,206,42,28.9
1628,66,7,1,142,54,14.2
1629,66,9,1,67,60,22.6
1630,66,23,1,68,24,12.9
1631,66,30,1,177,30,20.2
1632,66,16,1,46,14,0
1633,66,26,1,19,6,0
1634,66,29,1,327,9,0
1635,66,2,3,91,24,13.3
1636,66,18,3,226,11,13.5
1637,66,13,3,127,44,15.2
1638,66,19,3,278,33,14.8
1639,66,3,3,36,71,16.2
1640,66,4,3,295,36,13.4
1641,66,14,3,170,4,0
1642,66,12,3,52,41,0
1643,66,11,3,0,0,0
1644,66,20,3,337,18,0
1645,66,5,5,115,8,0
1646,66,7,5,35,17,0
1647,66,10,5,54,33,0
1648,66,11,5,351,2,0
1649,66,12,5,300,18,0
1650,66,12,5,323,16,0
1651,67,5,1,295,28,17.5
1652,67,6,1,206,42,29
1653,67,7,1,142,54,14.2
1654,67,9,1,67,60,24.1
1655,67,23,1,68,24,16.1
1656,67,30,1,177,30,19.1
1657,67,16,1,46,14,0
1658,67,26,1,19,6,0
1659,67,29,1,327,9,0
1660,67,2,3,91,24,13.3
1661,67,18,3,226,11,13.5
1662,67,13,3,127,44,15.2
1663,67,19,3,278,33,14.8
1664,67,3,3,36,71,16.2
1665,67,4,3,295,36,17.1
1666,67,14,3,170,4,0
1667,67,12,3,52,41,0
1668,67,11,3,0,0,0
1669,67,20,3,337,18,0
1670,67,5,5,115,8,0
1671,67,7,5,35,17,0
1672,67,10,5,54,33,0
1673,67,11,5,351,2,0
1674,67,12,5,300,18,0
1675,67,12,5,323,16,0
1676,68,5,1,295,28,17.5
1677,68,6,1,206,42,28.3
1678,68,7,1,142,54,14.2
1679,68,9,1,67,60,20.8
1680,68,23,1,68,24,16.1
1681,68,30,1,177,30,19.3
1682,68,16,1,46,14,0
1683,68,26,1,19,6,0
1684,68,29,1,327,9,0
1685,68,2,3,91,24,13.3
1686,68,18,3,226,11,13.5
1687,68,13,3,127,44,14.5
1688,68,19,3,278,33,14.8
1689,68,3,3,36,71,16.2
1690,68,4,3,295,36,17.1
1691,68,14,3,170,4,0
1692,68,12,3,52,41,0
1693,68,11,3,0,0,0
1694,68,20,3,337,18,0
1695,68,5,5,115,8,0
1696,68,7,5,35,17,0
1697,68,10,5,54,33,0
1698,68,11,5,351,2,0
1699,68,12,5,300,18,0
1700,68,12,5,323,16,0
1701,69,5,1,295,28,17.5
1702,69,6,1,206,42,29.3
1703,69,7,1,142,54,14.2
1704,69,9,1,67,60,21.6
1705,69,23,1,68,24,16.1
1706,69,30,1,177,30,19.6
1707,69,16,1,46,14,0
1708,69,26,1,19,6,0
1709,69,29,1,327,9,0
1710,69,2,3,91,24,13.3
1711,69,18,3,226,11,13.5
1712,69,13,3,127,44,14.5
1713,69,19,3,278,33,14.8
1714,69,3,3,36,71,16.2
1715,69,4,3,295,36,16.5
1716,69,14,3,170,4,0
1717,69,12,3,52,41,0
1718,69,11,3,0,0,0
1719,69,20,3,337,18,0
1720,69,5,5,115,8,0
1721,69,7,5,35,17,0
1722,69,10,5,54,33,0
1723,69,11,5,351,2,0
1724,69,12,5,300,18,0
1725,69,12,5,323,16,0
1726,70,5,1,295,28,12.1
1727,70,6,1,206,42,29.2
1728,70,7,1,142,54,13.7
1729,70,9,1,67,60,19.6
1730,70,23,1,68,24,15.3
1731,70,30,1,177,30,20.1
1732,70,16,1,46,14,0
1733,70,26,1,19,6,0
1734,70,29,1,327,9,0
1735,70,2,3,91,24,13.3
1736,70,18,3,226,11,13.5
1737,70,13,3,127,44,14.5
1738,70,19,3,278,33,14.8
1739,70,3,3,36,71,16.2
1740,70,4,3,295,36,16.9
1741,70,14,3,170,4,0
1742,70,12,3,52,41,0
1743,70,11,3,0,0,0
1744,70,20,3,337,18,0
1745,70,5,5,115,8,0
1746,70,7,5,35,17,0
1747,70,10,5,54,33,0
1748,70,11,5,351,2,0
1749,70,12,5,300,18,0
1750,70,12,5,323,16,0
1751,71,5,1,295,28,12.1
1752,71,6,1,206,42,27.3
1753,71,7,1,142,54,13.7
1754,71,9,1,67,60,18.3
1755,71,23,1,68,24,15.3
1756,71,30,1,177,30,20.1
1757,71,16,1,46,14,0
1758,71,26,1,19,6,0
1759,71,29,1,327,9,0
1760,71,2,3,91,24,13.3
1761,71,18,3,226,11,13.5
1762,71,13,3,127,44,14.5
1763,71,19,3,278,33,14.8
1764,71,3,3,36,71,16.2
1765,71,4,3,295,36,16.9
1766,71,14,3,170,4,0
1767,71,12,3,52,41,0
1768,71,11,3,0,0,0
1769,71,20,3,337,18,0
1770,71,5,5,115,8,0
1771,71,7,5,35,17,0
1772,71,10,5,54,33,0
1773,71,11,5,351,2,0
1774,71,12,5,300,18,0
1775,71,12,5,323,16,0
1776,72,5,1,295,28,12.1
1777,72,6,1,206,42,28.6
1778,72,7,1,142,54,13.7
1779,72,9,1,67,60,19.8
1780,72,23,1,68,24,16.8
1781,72,30,1,177,30,20.1
1782,72,16,1,46,14,0
1783,72,26,1,19,6,0
1784,72,29,1,327,9,0
1785,72,2,3,91,24,13.3
1786,72,13,3,127,44,14.5
1787,72,19,3,278,33,11.1
1788,72,3,3,36,71,16.2
1789,72,4,3,295,36,16.9
1790,72,14,3,170,4,0
1791,72,12,3,52,41,0
1792,72,11,3,0,0,0
1793,72,20,3,337,18,0
1794,72,5,5,115,8,0
1795,72,7,5,35,17,0
1796,72,10,5,54,33,0
1797,72,11,5,351,2,0
1798,72,12,5,300,18,0
1799,72,12,5,300,18,0
1800,73,5,1,295,28,12.1
1801,73,6,1,206,42,29
1802,73,7,1,142,54,14.7
1803,73,9,1,67,60,20.1
1804,73,23,1,68,24,17.8
1805,73,30,1,177,30,17.9
1806,73,16,1,46,14,0
1807,73,26,1,19,6,0
1808,73,29,1,327,9,0
1809,73,2,3,91,24,13.3
1810,73,13,3,127,44,14.5
